,flat_street,flat_price,flat_room_count,flat_area,flat_district
2774,"Московський пров., 2ж",12500,1,46.0,Голосіївський
2775,"Метрологічна вул., 6",8000,2,60.0,Голосіївський
2776,"Милославська вул., 31б",11000,2,60.0,Деснянський
2777,"Машинобудівна вул., 27",11000,1,36.0,Солом'янський
2778,"Стрілецька вул., 28",44400,3,110.0,Шевченківський
2779,"Голосіївський просп. (40-річчя Жовтня), 92",13000,2,50.0,Голосіївський
2780,"Виставкова вул. (Потєхіна полковника), 5",14000,2,60.0,Голосіївський
2781,"Лобановського просп., 150",14500,2,69.0,Голосіївський
2782,"Євгена Коновальця вул. (Щорса), 36б",25000,3,107.0,Печерський
2783,"Олекси Тихого вул. (Виборзька), 80/17",9500,2,44.0,Солом'янський
2784,"Антонова авіаконструктора вул., 2б",19500,1,65.0,Солом'янський
2785,"Щекавицька вул., 42/48",22000,3,73.0,Подільський
2786,"Берестейський просп. (Перемоги), 71а",12000,1,43.0,Святошинський
2787,"Заболотного академіка вул., 1",14500,1,41.0,Голосіївський
2788,"Драгомирова вул., 16",55500,3,117.0,Печерський
2789,"Драгомирова вул., 17",29600,2,60.0,Печерський
2792,"М.Залки, 4",4000,1,33.0,Оболонський
2793,"Ентузіастів вул., 19/1",6000,2,45.0,Дніпровський
2794,"Метрологічна вул., 62",8000,2,60.0,Голосіївський
2795,"Звіринецька вул., 59",37000,4,136.0,Печерський
2797,"Лесі Українки бульв., 23",27500,3,120.0,Печерський
2798,"Дніпровська набережна, 14а",20000,2,90.0,Дарницький
2799,"Рудницького Степана вул. (Вільямса академіка), 5А",15000,1,50.0,Голосіївський
2800,"Трускавецька вул., 6в",44400,3,100.0,Дарницький
2801,"Шалетт міста вул., 3",5999,1,32.0,Дніпровський
2802,"Трускавецька вул., 2",44400,3,110.0,Дарницький
2803,"Голосіївський просп. (40-річчя Жовтня), 60",37000,3,100.0,Голосіївський
2804,"Ахматової Анни вул., 45",30000,2,85.0,Дарницький
2805,"Ревуцького вул., 5",10000,1,46.0,Дарницький
2806,"Дніпровська наб., 25",25900,4,141.0,Дарницький
2807,"Бориса Гмирі вул., 2",14500,2,76.0,Дарницький
2808,"Драгомирова вул., 16",44400,3,115.0,Печерський
2809,"Драгомирова вул., 15б",44400,2,50.0,Печерський
2810,"Липківского Василя вул. (Урицького), 40",16000,3,65.0,Солом'янський
2811,"Михайла Бойчука вул. (Кіквідзе), 5",10000,1,40.0,Печерський
2812,"Паньківська вул., 3",20000,3,72.0,Голосіївський
2813,"Пчілки Олени вул., 8",10500,1,45.0,Дарницький
2814,"Мілютенко, 40/16",7500,2,46.0,Деснянський
2815,"Мілютенка вул., 23",9500,2,48.0,Деснянський
2816,"Княжий Затон вул., 14б",15000,3,87.0,Дарницький
2817,"Ентузіастів вул., 9/2",8500,2,52.0,Дніпровський
2818,"Запорожця Петра вул., 15",8500,1,41.0,Дніпровський
2819,"Красилівська вул., 2/3",11000,2,45.0,Голосіївський
2820,"Бажана Миколи просп., 17",11000,1,31.0,Дарницький
2821,"Феодосійська вул., 48/52",10000,1,42.0,Голосіївський
2822,"Рудницького Степана вул. (Вільямса академіка), 8є",13500,1,40.0,Голосіївський
2823,"Бориса Гмирі вул., 16",8500,1,38.0,Дарницький
2824,"Бажана Миколи просп., 7б",8000,2,60.0,Дарницький
2825,"Ушинського вул., 7",5000,1,32.0,Солом'янський
2826,"Уманська вул., 33а",6500,1,34.0,Солом'янський
2827,"Героїв Севастополя вул., 33",8000,1,35.0,Солом'янський
2828,"Гарматна вул., 44/2",6000,1,30.0,Солом'янський
2829,"Глібова вул., 16",10000,3,75.0,Шевченківський
2830,"Муромська вул., 3",9500,1,30.0,Шевченківський
2832,"Грінченка Бориса вул., 2",22200,2,50.0,Шевченківський
2833,"Казимира Малевича, 89",27000,3,100.0,Печерський
2835,"Лесі Українки бульв., 7-А",37000,2,77.0,Печерський
2836,"Русанівський бульв., 3",22200,3,64.0,Дніпровський
2837,"Ревуцького вул., 18",8000,3,84.0,Дарницький
2838,"Драгоманова вул., 8а",12000,2,65.0,Дарницький
2840,"Бендукідзе Кахи вул., 2",37000,2,50.0,Печерський
2841,"Бажана Миколи просп., 12",14800,3,96.0,Дарницький
2842,"Юнацька вул., 8",37000,3,97.0,Солом'янський
2844,"Драгомирова вул., 15б",29600,2,60.0,Печерський
2846,"Тираспольська вул., 58",19999,2,65.0,Подільський
2847,"Тираспольська вул., 54",17999,2,62.0,Подільський
2848,"Жилянська вул., 59",15999,1,66.0,Голосіївський
2849,"Володимира Івасюка просп. (Героїв Сталінграда), 10 а",19500,2,60.0,Оболонський
2850,"Тираспольська вул., 60",16650,2,45.0,Подільський
2851,"Тираспольська вул., 60",16999,2,42.0,Подільський
2852,"Ревуцького вул., 36/2",10000,2,65.0,Дарницький
2853,"Січових Стрільців вул. (Артема), 30а",16000,2,53.0,Шевченківський
2854,"Бальзака Оноре вул., 86",4000,1,35.0,Деснянський
2855,"Златоустівська вул., 52",23500,2,95.0,Шевченківський
2856,"Микитенка Івана вул., 25",8000,2,46.0,Дніпровський
2857,"Олійника Степана вул., 5",11900,2,50.0,Дарницький
2858,"Берковецька вул., 6",8000,1,34.0,Святошинський
2859,"Семена Палія вул. (Тихорецька), 30/7",7000,2,46.0,Голосіївський
2860,"Григоренка Петра просп., 15",11000,3,85.0,Дарницький
2861,"Драгоманова вул., 14а",11500,1,40.8,Дарницький
2862,"Героїв полку ""Азов"" вул. (Малиновського маршала), 30",9000,2,45.0,Оболонський
2863,"Чавдар Єлизавети вул., 14",8500,2,62.0,Дарницький
2864,"Сікорського Ігоря вул. (Танкова), 4Г",37000,2,80.0,Шевченківський
2865,"Драгоманова, 1К",10000,2,68.0,Дарницький
2866,"Ольжича вул., 11",8000,2,47.0,Шевченківський
2867,"Центральна вул., 21б",10000,1,28.0,Дарницький
2868,"Заболотного академіка вул., 1",20000,2,66.0,Голосіївський
2869,"Рудницького Степана вул. (Вільямса академіка), 3/7",16000,2,79.0,Голосіївський
2870,"Польова вул., 73",15000,2,46.0,Солом'янський
2871,"Хмельницького Богдана вул., 50-б",15000,2,60.0,Шевченківський
2872,"Патріарха Мстислава Скрипника вул., 48-а",20000,3,78.0,Солом'янський
2873,"Лобановського просп. (Червонозоряний), 96",8000,1,36.0,Солом'янський
2874,"Закревського Миколи вул., 101б",9000,1,35.0,Деснянський
2875,"Юлії Здановської вул. (Ломоносова), 46/1",12000,1,43.0,Голосіївський
2876,"Руденко Лариси вул., 9",11000,3,72.0,Дарницький
2877,"Родини Крістерів вул., 18/6",22000,2,68.0,Подільський
2878,"Бажана Миколи просп., 10",15999,3,106.0,Дарницький
2879,"Московський пров., 2И",11500,1,43.0,Голосіївський
2880,"Златоустівська вул., 23",9000,1,38.0,Шевченківський
2881,"Проспект Оболонский, 23б",9000,2,59.0,Оболонський
2882,"Максимовича вул. (Трутенка Онуфрія), 32",17500,2,52.0,Голосіївський
2883,"Князя Романа Мстиславича вул. (Жмаченка генерала), 16",6500,1,34.0,Дніпровський
2885,"Старонаводницька вул., 8а",16500,2,90.0,Печерський
2886,"Євгена Маланюка вул. (Сагайдака Степана), 101",15000,1,50.0,Дніпровський
2887,"Симиренка вул., 14а",5000,1,34.0,Святошинський
2888,"Богатирська вул., 6А",9500,1,36.0,Оболонський
2889,"Володимира Івасюка просп. (Героїв Сталінграда), 18А",15000,1,64.0,Оболонський
2890,"Крушельницькой Соломії вул., 7",8000,1,40.0,Дарницький
2891,"Олеся, 4А",19000,2,70.0,Подільський
2892,"Саксаганського вул., 58",37000,5,165.0,Голосіївський
2893,"Лесі Українки бульв., 7-А",27750,2,95.0,Печерський
2894,"Лесі Українки бульв., 7-Б",27000,3,130.0,Печерський
2897,"Поповича космонавта вул. (Волкова космонавта), 20",7400,2,56.0,Деснянський
2898,"Драгомирова вул., 4",38000,4,200.0,Печерський
2899,"Драгомирова вул., 4",38000,5,200.0,Печерський
2900,"Лесі Українки бульв., 7-Б",33300,4,180.0,Печерський
2901,"Предславинська вул., 53",37000,2,56.0,Печерський
2904,"Звіринецька вул., 59",18000,2,90.0,Печерський
2905,"Хмельницького Богдана вул., 41",35000,4,155.0,Шевченківський
2907,"Донця Михайла вул., 19",4000,1,32.0,Солом'янський
2908,"Володимира Івасюка просп. (Героїв Сталінграда), 6а",30000,3,104.0,Оболонський
2910,"Будівельників вул., 21/9",12000,2,57.0,Дніпровський
2911,"Дніпровська наб., 26-Д",17999,3,100.0,Дарницький
2912,"Лютеранська вул., 34",27000,3,90.0,Печерський
2913,"Корольова академіка вул., 8",10000,2,50.0,Святошинський
2914,"Теліги Олени вул., 41",7500,2,45.0,Шевченківський
2915,"Дніпровська наб., 20Б",17500,2,44.0,Дарницький
2916,"Ушинського вул., 7",7000,2,41.0,Солом'янський
2917,"Сергія Данченка вул., 5",10500,2,76.0,Подільський
2918,"Райдужна вул., 13",5500,1,28.0,Дніпровський
2919,"Берестейський просп. (Перемоги), 5в",29600,1,50.0,Шевченківський
2920,"Чавдар Єлизавети вул., 38а",17000,2,70.0,Дарницький
2921,"Берестейський просп. (Перемоги), 65б",12000,1,47.0,Святошинський
2922,"Вишгородська вул., 45",22000,3,90.0,Подільський
2923,"Закревського Миколи вул., 27/2",6000,2,52.0,Деснянський
2924,"Богомольця академіка вул., 7/14",38850,3,170.0,Печерський
2925,"Героїв полку ""Азов"" вул. (Малиновського маршала), 3-Б",8999,2,56.0,Оболонський
2926,"Драгоманова вул., 40",9000,2,80.0,Дарницький
2927,"Кирилівська вул. (Фрунзе), 127",6000,1,32.0,Подільський
2928,"Патріарха Мстислава Скрипника вул., 5",7000,1,40.0,Солом'янський
2929,"Тампере вул., 8",6000,1,32.0,Дніпровський
2930,"Григоренка Петра просп., 28а",9999,1,47.0,Дарницький
2931,"Чорновола В'ячеслава вул., 8",10000,2,60.0,Шевченківський
2932,"Євгена Коновальця вул. (Щорса), 36е",38000,2,118.0,Печерський
2933,"Тимошенка маршала вул., 3",12000,3,70.0,Оболонський
2934,"Драгоманова вул., 10",16500,1,45.0,Дарницький
2935,"Данькевича Костянтина вул., 17",6000,2,52.0,Деснянський
2936,"Урлівська вул., 3а",11900,2,56.0,Дарницький
2937,"Празька вул., 25",7000,2,45.0,Дніпровський
2938,"Нагірна вул., 12",8000,1,34.0,Шевченківський
2939,"Червоної Калини просп. (Маяковського Володимира), 12",4500,1,30.0,Деснянський
2940,"Єреванська вул., 24",8000,2,47.0,Солом'янський
2941,"Драгоманова вул., 4",16000,1,45.0,Дарницький
2942,"Панківська, 27",25000,3,120.0,Печерський
2943,"Вадима Гетьмана, 1Б",18000,2,80.0,Солом'янський
2944,"Гончара Олеся вул., 30 А",25000,2,100.0,Шевченківський
2945,"Свободи просп., 38",8000,2,55.0,Подільський
2946,"Тичини Павла просп., 21",8500,2,47.0,Дніпровський
2947,"Гетьмана Вадима вул., 1Б",15000,2,61.0,Солом'янський
2948,"Велика Васильківська вул. (Червоноармійська), 92",12000,2,56.0,Голосіївський
2949,"Григоренка Петра просп., 23",14000,2,58.0,Дарницький
2950,"Малишка Андрія вул., 3",9500,3,65.0,Дніпровський
2951,"Лісовий просп., 7",8000,2,55.0,Деснянський
2952,"Казимира Малевича вул. (Боженка), 48",24000,2,99.0,Голосіївський
2953,"Юлії Здановської вул. (Ломоносова), 46/1",15000,1,55.0,Голосіївський
2954,"Пантелеймона Куліша вул. (Челябінська), 17",8000,1,35.0,Дніпровський
2955,"Вершигори Петра вул., 7 А",6500,2,48.0,Дніпровський
2956,"Андрія Аболмасова вул. (Панельна), 4",10000,1,43.0,Дніпровський
2957,"Юлії Здановської вул. (Ломоносова), 85",10000,1,42.0,Голосіївський
2958,"Ахматової Анни вул., 22",10000,1,36.0,Дарницький
2959,"Романа Шухевича просп. (Ватутіна), 30",4800,1,40.0,Дніпровський
2960,"Вигурівський бульв., 5",8000,2,54.0,Деснянський
2961,"Предславинська вул., 55а",44400,2,88.0,Печерський
2962,"Князя Романа Мстиславича вул. (Жмаченка генерала), 16",6500,2,49.0,Дніпровський
2963,"Володимира Івасюка просп. (Героїв Сталінграда), 2-Д",44400,3,117.0,Оболонський
2964,"Порика Василя просп., 5",8000,2,59.0,Подільський
2965,"Дніпровська наб., 14",16500,2,85.0,Дарницький
2966,"Леся Курбаса просп. (50-річчя Жовтня), 13а",6000,1,34.0,Святошинський
2967,"Ахматової Анни вул., 30",22000,3,92.0,Дарницький
2968,"Окіпної Раїси вул., 10А",17500,2,80.0,Дніпровський
2969,"Ернста вул., 2",14763,1,50.0,Солом'янський
2970,"Лисогі́рський узвiз, 20",22500,2,60.0,Голосіївський
2971,"Науки просп., 54б",10000,2,80.0,Голосіївський
2972,"Тадея Рильського бульв., 1",55500,2,87.0,Голосіївський
2973,"Науки просп., 55а",10000,1,52.0,Голосіївський
2974,"Ігоря Шамо бульв. (Давидова Олексія), 13",6500,1,33.0,Дніпровський
2975,"Набережно-Корчуватська вул., 82",8000,1,28.0,Голосіївський
2976,"Ракетна вул., 24",5500,1,18.0,Голосіївський
2977,"Саксаганського вул., 67",8500,1,48.0,Голосіївський
2978,"Набережно-Корчуватська вул., 82",8500,2,45.0,Голосіївський
2979,"Ракетна вул., 24",6000,1,18.0,Голосіївський
2980,"Добрий Шлях вул., 5",8000,1,32.0,Голосіївський
2981,"Цитадельна вул., 5/9",10000,1,38.0,Печерський
2982,"Лесі Українки бульв., 30а",8000,1,36.0,Печерський
2983,"Ракетна вул., 24",10000,1,50.0,Голосіївський
2984,"Науки просп., 60а",10500,1,49.0,Голосіївський
2985,"Науки просп., 80/73",9500,1,49.0,Голосіївський
2986,"Миколи Міхновського бульв. (Дружби Народів), 14а",7500,1,20.0,Печерський
2987,"Лаврська вул., 4в",25000,2,60.0,Печерський
2988,"Навої Алішера просп., 69",10000,2,60.0,Дніпровський
2989,"Вербицького архітектора вул., 10",6500,1,34.0,Дарницький
2990,"Лесі Українки бульв., 23 а",44400,4,158.0,Печерський
2991,"Володимира Івасюка просп. (Героїв Сталінграда), 12-Е",19000,3,120.0,Оболонський
2992,"Сергія Данченка вул., 28",17500,2,60.0,Подільський
2993,"Лесі Українки бульв., 24",11500,1,32.0,Печерський
2994,"Студентська вул., 12/14",9000,2,48.0,Шевченківський
2995,"Андріївський узвiз, 2в",33300,1,55.0,Подільський
2996,"Гонгадзе Георгiя просп. (Радянської України), 11",10000,1,34.0,Подільський
2997,"Володимирська вул., 71",29000,2,65.0,Голосіївський
2998,"Дмитрівська вул., 1",12500,3,72.0,Шевченківський
2999,"Мокра вул. (Кудряшова), 18",23900,3,110.0,Солом'янський
3000,"Липківского Василя вул. (Урицького), 11",10000,2,47.0,Солом'янський
3001,"Вербицького архітектора вул., 19в",4500,1,35.0,Дарницький
3002,"Прирічна вул., 27",9000,2,46.0,Оболонський
3003,"Ревуцького вул., 54",10000,1,50.0,Дарницький
3004,"Прирічна вул., 5",15000,3,90.0,Оболонський
3005,"Межовий пров., 3а",5000,1,21.0,Подільський
3006,"Бехтеревский пер., 13",17800,3,61.0,Шевченківський
3007,"Івана Виговського вул. (Гречка маршала), 24а",5000,1,32.0,Подільський
3008,"Закревського Миколи вул., 95Г",7000,1,43.0,Деснянський
3009,"Данила Щербаківського вул. (Щербакова), 56",6500,1,36.0,Шевченківський
3010,"Радунська вул., 36",5000,1,40.0,Деснянський
3011,"Микільсько-Ботанічна вул., 27",10000,2,57.0,Голосіївський
3012,"Бальзака Оноре вул., 65",4500,1,40.0,Деснянський
3013,"Правди просп., 64",7000,3,70.0,Подільський
3014,"Прирічна вул., 5",10000,2,54.0,Оболонський
3015,"Героїв Дніпра вул., 59",10000,2,54.0,Оболонський
3016,"Харківське шосе, 21/3",8000,2,48.0,Дарницький
3017,"Приозерна вул., 10г",9500,2,55.0,Оболонський
3018,"Наумова генерала вул., 23А",6500,1,32.0,Святошинський
3019,"Червоної Калини просп. (Маяковського Володимира), 4а",6500,1,27.0,Деснянський
3020,"Харківське шосе, 17а",8000,1,53.3,Дніпровський
3021,"Ахматової Анни вул., 5",8000,2,54.0,Дарницький
3022,"Милославська вул., 4а",9000,2,82.0,Деснянський
3023,"Вернадського академіка бульв., 24",13500,2,50.0,Святошинський
3024,"Джона Маккейна вул. (Кудрі Івана), 7",31450,2,74.0,Печерський
3025,"Богданівська вул., 7А",29600,3,80.0,Солом'янський
3026,"Липківского Василя вул. (Урицького), 16а",29600,2,85.0,Солом'янський
3027,"Котельникова Михайла вул., 89",8000,1,34.0,Святошинський
3028,"Туполєва академіка вул., 7",8000,2,43.0,Святошинський
3029,"Кольцова бульв., 14д",9000,1,59.0,Святошинський
3030,"Джона Маккейна вул. (Кудрі Івана), 7",31450,2,52.0,Печерський
3031,"Драгомирова вул., 1-20а",29600,2,60.0,Печерський
3034,"Тверской Тупик, 7",44400,3,86.0,Шевченківський
3035,"Євгена Коновальця вул. (Щорса), 32Г",31450,3,130.0,Печерський
3036,"Драгомирова вул., 2а",31450,3,82.0,Печерський
3037,"Євгена Коновальця вул. (Щорса), 44",25900,2,60.0,Печерський
3038,"Василя Тютюнника вул. (Барбюса Анрі), 1",55500,3,76.0,Печерський
3039,"Старонаводницька вул., 6б",27750,2,90.0,Печерський
3040,"Миколи Міхновського бульв. (Дружби Народів), 14-16",22200,1,52.0,Печерський
3041,"Бендукідзе Кахи вул., 2",29600,2,50.0,Печерський
3042,"Предславинська вул., 53",33300,2,50.0,Печерський
3043,"Соборності просп. (Возз'єднання), 6",6500,1,32.0,Дніпровський
3044,"Тимошенка маршала вул., 12",6500,1,40.0,Оболонський
3045,"Зарічна вул., 1г",18000,2,66.0,Дарницький
3046,"Богатирська вул., 10",6000,1,30.0,Оболонський
3047,"Січових Стрільців вул. (Артема), 52а",37000,3,125.0,Шевченківський
3048,"Харківське шосе, 9",10000,2,50.0,Дніпровський
3049,"Полярна вул., 13",8000,2,60.0,Оболонський
3050,"Бажана Миколи просп., 9а",8000,2,55.0,Дарницький
3051,"Гашека Ярослава бульв., 13",7000,1,35.0,Дніпровський
3052,"Червоної Калини просп. (Маяковського Володимира), 72-б",7500,2,60.0,Деснянський
3053,"Гоголівська вул., 42 а ",15000,1,38.0,Шевченківський
3054,"Гетьмана Вадима вул., 30",17000,3,73.0,Солом'янський
3055,"Назарівська вул. (Вєтрова), 7",19000,2,54.0,Шевченківський
3056,"Роллана Ромена бульв., 4",8000,3,65.0,Святошинський
3057,"Йорданська вул. (Гавро Лайоша), 18",12000,3,68.0,Оболонський
3058,"Голосіївський просп. (40-річчя Жовтня), 112",11000,2,46.0,Голосіївський
3059,"Свободи просп., 26",6800,2,48.0,Подільський
3060,"Олекси Тихого вул. (Виборзька), 49",8000,2,52.0,Солом'янський
3061,"Туполєва академіка вул., 5а",5000,1,27.0,Святошинський
3062,"Порика Василя просп., 14б",5000,1,38.0,Подільський
3063,"Тимошенка маршала вул., 7б",10000,2,52.0,Оболонський
3064,"Володимира Сальського вул. (Котовського), 33",8000,2,45.0,Шевченківський
3065,"Григоренка Петра просп., 19а",10000,2,56.0,Дарницький
3066,"Данила Щербаківського вул. (Щербакова), 57",5000,1,34.0,Шевченківський
3067,"Автозаводська вул., 87",5500,1,32.0,Оболонський
3068,"А.Ахматовой, 14б",6700,1,36.0,Дарницький
3069,"Жилянська вул., 45",15000,2,45.0,Голосіївський
3070,"Тарасівська вул., 20",12000,2,60.0,Голосіївський
3071,"Максимовича вул. (Трутенка Онуфрія), 32а",19000,2,75.0,Солом'янський
3072,"Миколи Міхновського бульв. (Дружби Народів), 3",11700,2,45.0,Печерський
3073,"Шалетт міста вул., 7",4000,1,30.0,Дніпровський
3074,"Героїв Дніпра вул., 47",12600,1,37.0,Оболонський
3075,"Антоновича вул. (Горького), 97",17000,2,48.0,Голосіївський
3076,"Свободи просп., 1а",9000,2,45.0,Подільський
3077,"Тимошенка маршала вул., 2/4",10500,1,40.0,Оболонський
3078,"Чорновола В'ячеслава вул., 30",14000,1,44.0,Шевченківський
3079,"Приозерна вул., 8",15000,2,55.0,Оболонський
3080,"Євгена Коновальця вул. (Щорса), 36в",33300,3,130.0,Печерський
3081,"Доброхотова академіка вул., 17",13000,4,80.0,Святошинський
3082,"Гетьмана Вадима вул., 44",12000,3,75.0,Солом'янський
3083,"Осіння вул., 33",12000,1,60.0,Святошинський
3084,"Малишка Андрія вул., 21",7000,1,35.0,Дніпровський
3085,"Правди просп., 8",9000,2,55.0,Подільський
3086,"Драгоманова вул., 31",14000,4,94.0,Дарницький
3087,"Пантелеймона Куліша вул. (Челябінська), 15",6950,1,35.0,Дніпровський
3088,"Ірини Бекешкіної вул. (Карбишева генерала), 10",7500,2,46.0,Дніпровський
3089,"Бальзака Оноре вул., 63",4700,1,41.0,Деснянський
3090,"Виговського, 12г",8000,2,46.0,Шевченківський
3091,"проспект Героїв Сталінграду, 6",17000,3,131.0,Оболонський
3092,"Бажана Миколи просп., 30",14800,3,110.0,Дарницький
3093,"Хмельницького Богдана вул., 57",30000,2,74.0,Шевченківський
3094,"Героїв полку ""Азов"" вул. (Малиновського маршала), 28-б",7500,1,31.0,Оболонський
3095,"Бажана Миколи просп., 12",12000,3,100.0,Дарницький
3096,"Регенераторна вул., 4к.1",10000,1,32.0,Дніпровський
3097,"Мостицька вул., 6",5000,1,28.0,Подільський
3098,"Євгена Коновальця вул. (Щорса), 44А",55500,3,155.0,Печерський
3099,"Кіпріанова академіка вул., 4",7500,1,31.0,Святошинський
3100,"Курнатовського вул., 26",5000,1,30.0,Дніпровський
3101,"Зодчих вул., 16",5000,1,28.0,Святошинський
3102,"Тростянецька вул., 47",7000,2,54.0,Дарницький
3103,"Лабораторний пров., 2",12000,2,50.0,Печерський
3104,"Куренівський пров., 15а",8000,2,48.0,Оболонський
3105,"Тростянецька вул., 3",10000,1,45.0,Дарницький
3106,"Харківське шосе, 56",7000,1,45.0,Дарницький
3107,"Чорновола В'ячеслава вул., 27",30000,1,55.0,Шевченківський
3108,"Кудрявський узвiз, 3а",20000,3,112.0,Шевченківський
3109,"Жилянська вул., 59",16000,1,66.0,Голосіївський
3110,"Шевченка Тараса бульв., 2",17000,2,48.0,Шевченківський
3111,"Нечуй-Левицького вул., 18/8",9000,2,60.0,Солом'янський
3112,"Ніжинська вул., 29Г",5500,1,34.0,Солом'янський
3113,"Мілютенка вул., 18",9000,2,50.0,Деснянський
3114,"Наддніпрянське шосе, 2А",11000,1,37.0,Голосіївський
3115,"Януша Корчака вул. (Баумана), 20Б",9000,3,68.0,Шевченківський
3116,"Іоана Павла II вул. (Лумумби Патріса), 11",26500,2,56.0,Печерський
3117,"Микільсько-Слобідська вул., 2Б",15000,3,110.0,Дніпровський
3118,"Бальзака Оноре вул., 55",8000,2,60.0,Деснянський
3119,"Софії Русової вул., 7",10000,1,40.0,Дарницький
3120,"Озерна вул., 12",8000,2,48.0,Оболонський
3121,"Бориса Гмирі вул., 9в",25000,3,110.0,Дарницький
3122,"Здолбунівська вул., 9 б",9000,3,80.0,Дарницький
3123,"Лісківська вул., 6а",5000,1,30.0,Деснянський
3124,"Харківське шосе, 190",11000,1,38.0,Дарницький
3125,"Ватутина, 14а",2500,1,75.0,Дніпровський
3126,"Берестейський просп. (Перемоги), 71а",12000,1,34.0,Святошинський
3127,"Николая Голего вул. (Лебедєва-Кумача), 5",18900,3,110.0,Солом'янський
3128,"Петра Калнишевського вул. (Майорова Михайла), 7",7500,1,33.0,Оболонський
3129,"Проспект Маяковского, 51а",7000,3,72.0,Деснянський
3130,"Будищанська вул., 6",5000,1,38.0,Деснянський
3131,"Червоної Калини просп. (Маяковського Володимира), 12а",5500,1,29.0,Деснянський
3132,"Ващенка Григорія вул., 7",7000,1,36.0,Дарницький
3133,"Тичини Павла просп., 9а",5000,1,32.0,Дніпровський
3134,"Закревського Миколи вул., 95г ",10000,2,77.0,Деснянський
3135,"Голосіївський просп. (40-річчя Жовтня), 30б",25000,4,165.0,Голосіївський
3136,"Шулявська вул., 15/23",11500,1,31.0,Шевченківський
3137,"Антоновича вул. (Горького), 164",14500,1,40.0,Голосіївський
3138,"Космічна вул., 1/10",8000,2,46.0,Дніпровський
3139,"Мілютенка вул., 9",5800,2,52.0,Деснянський
3140,"Драгомирова вул., 18",44400,1,59.0,Печерський
3141,"Лесі Українки бульв., 3",15000,1,39.0,Печерський
3142,"Олійника Степана вул., 3",10000,3,67.0,Дарницький
3143,"Донця Михайла вул., 2Б",15000,2,64.0,Солом'янський
3144,"Чоколівський бульв., 42А",18000,2,87.0,Солом'янський
3145,"Борщагівська вул., 143Б",14000,2,67.0,Солом'янський
3146,"Полтавська вул., 10",27750,2,85.0,Шевченківський
3147,"Щусєва академіка вул., 38",10999,2,48.0,Шевченківський
3148,"Шумського Юрія вул., 3г",14999,2,64.0,Дніпровський
3149,"Антоновича вул. (Горького), 154",9999,1,37.0,Голосіївський
3150,"Антоновича вул. (Горького), 88",18000,3,65.0,Голосіївський
3151,"Промислова вул., 7",8000,2,55.0,Дарницький
3152,"Звіринецька вул., 59",44400,2,90.0,Печерський
3153,"Деміївська вул., 13",28000,3,83.0,Голосіївський
3155,"Донця Михайла вул., 13-а",7000,2,45.0,Солом'янський
3156,"Промислова вул., 7",8000,2,55.0,Дарницький
3157,"Вацлава Гавела бульв. (Лепсе Івана), 6/7-а",17000,2,45.0,Солом'янський
3158,"Вацлава Гавела бульв. (Лепсе Івана), 6/7А",22000,3,68.0,Солом'янський
3159,"Дмитрівська вул., 66-а",37000,2,125.0,Шевченківський
3160,"Стадіонна вул., 6А",9000,1,42.0,Солом'янський
3161,"Михайлівська вул., 21а",21000,3,65.0,Шевченківський
3162,"Михайлівська пл., 22",16500,2,49.0,Шевченківський
3163,"Гетьмана Павла Скоропадського  вул. (Льва Толстого), 25",22200,3,80.0,Шевченківський
3164,"Політехнічний пров., 5",8990,2,55.0,Шевченківський
3165,"Татарська вул., 27/4",15000,1,65.0,Шевченківський
3166,"Лісківська вул., 7",7500,1,46.0,Деснянський
3167,"пр.Палладина, 25",12000,2,72.0,Святошинський
3168,"Алма-Атинська вул., 105б",7000,4,72.0,Дніпровський
3169,"Повітрофлотський просп., 42",7500,2,54.0,Солом'янський
3170,"Флоренції вул., 12 б",9500,3,62.0,Дніпровський
3171,"Центральна вул., 19",10990,1,25.0,Дарницький
3172,"Ахматової Анни вул., 16в",7500,2,57.0,Дарницький
3173,"Малиновского ул, 13А",10000,2,54.0,Оболонський
3174,"Жилянська вул., 68",22200,1,40.0,Голосіївський
3175,"Щусєва академіка вул., 33",5500,2,45.0,Шевченківський
3176,"Лобановського просп. (Червонозоряний), 4в",33000,3,115.0,Солом'янський
3177,"Кадетський Гай вул., 8",14000,1,41.0,Солом'янський
3178,"Практична вул., 3",15000,1,45.0,Солом'янський
3179,"Бендукідзе Кахи вул., 2",29600,1,50.0,Печерський
3180,"Златоустівська вул., 47-49",40700,2,70.0,Шевченківський
3181,"Трускавецька вул., 2А",22200,2,60.0,Дарницький
3182,"Бендукідзе Кахи вул., 2",37000,2,55.0,Печерський
3183,"Драгомирова вул., 3",36963,3,90.0,Печерський
3184,"Воздвиженська вул., 14",44400,3,82.0,Подільський
3185,"Михайла Бойчука вул. (Кіквідзе), 19а",22200,1,40.0,Печерський
3186,"Краківська вул., 14/6",7990,1,32.0,Дніпровський
3187,"Чорновола В'ячеслава вул., 27",25900,1,58.0,Шевченківський
3188,"Чорновола В'ячеслава вул., 27",20350,1,64.0,Шевченківський
3189,"Роллана Ромена бульв., 4",7500,1,39.0,Святошинський
3190,"Джохара Дудаєва вул. (Іскрівська), 1",9000,2,52.0,Солом'янський
3191,"Ужвій Наталії вул., 10",8500,2,50.0,Подільський
3192,"Борщагівська вул., 117",6000,1,30.0,Солом'янський
